,list_name,successInSample_count,sample_count,notSample_count,success_count,population_count,pvalue,successInSampleGenes,FDR
7,Bladder,150,1390,8424,1180,9814,0.943148797192824,RBPMS; ASS1; ; PLAT; NA; SPOCD1; PRDM8; PDE4D; ACOT11; AKR1C2; INPP5B; SPTSSB; HAS3; VSIG2; ADGRF1; BMP5; C1RL; ID3; HS3ST5; MUC20; ADAM19; ACP6; FAXC; CMTM7; OR10H1; MECOM; PYROXD2; PLXNA2; CYP24A1; TRANK1; CD96; RHBDL2; PLEKHF1; IKBKB; NFKBIL1; SYT8; CRISPLD2; TMEM150A; ELF3; BMP2; HS1BP3; TMEM245; SLC25A38; SLC2A9; CTSD; APOBEC3C; RNF207; FNBP1; AMIGO2; CCDC102A; AKR1C3; CASP6; RBBP8NL; SORBS1; ST3GAL4; HES1; CHD3; UVSSA; PTPRS; PLEKHA5; ST3GAL5; ARRDC1; WDR27; PIM3; C1R; VWA5A; PHF19; UST; LINC01983; PRICKLE2; NYNRIN; SYS1; CYP4F12; ZNF600; PYGB; STON1; ITPKB; SCIN; NR2F1; FOXP2; TMEM8B; NT5DC3; SELENOM; ZNF69; ZNF124; SATB1; C7orf26; USP39; SIGLEC15; SUMF2; ACOX1; ZBTB40; ZNF43; ZNF726; TNFAIP2; PTPRU; KLHL24; NR2F6; APOL1; TRIM16; ZNF846; ZDHHC24; LINC01376; PTPN13; HNMT; RERE; STK38; WDR6; COL6A1; CHFR; TRIM16L; ZNF609; ZC3H4; AKR1C1; NTNG1; ITGB6; GNA14; PUSL1; ZNF398; ACIN1; COL24A1; SRF; HYI; WFDC2; EGLN3; SH3BP1; MFSD10; DGKH; MAML2; CCNI; MEIS2; PPP1R10; LRCH3; ENTPD3; TPST1; HHAT; PPARGC1B; CBX7; HDAC7; SBSPON; SCMH1; DPYSL3; TNFSF15; SERINC5; MTRF1; PALLD; AQP3; CCDC69; PBX1; TMC7,0.999999721135411
33,Heart_Left_Ventricle,142,1346,8468,1180,9814,0.968272578744619,SYNPO; ; PODXL; TCIM; NA; GADD45G; ACOT11; IL32; B4GALNT3; KLHDC8B; CRIP2; DST; FAM177A1; OBSCN; FSTL3; NAV1; BMP5; ADAM19; TRIM45; STRIP2; FHL2; NOS3; NDRG4; SMCO4; NGF; GRK5; PLEKHF1; PPFIBP1; CRY2; CLGN; MMP11; KANK3; IL27RA; AKAP6; TMEM245; SURF1; CTSD; SLC25A34; NUDT16L1; RNF207; GCAT; BLM; FGF9; PHYH; YAF2; KIFC3; SORBS1; CHPF; HMOX2; PFKM; ST3GAL4; SEMA6C; ACTA1; SORBS2; WARS1; ESAM; C15orf65; IPO13; PLEKHA5; FRMD5; RGS9BP; TEAD2; CBLB; CDK18; EMC8; TIAF1; TMEM147; LINC01719; CRELD1; MGST3; ME3; DNAAF3; PYGB; BLVRB; MPC1; NDUFB9; NBAS; PTGES2; PFKFB2; GUCY1A1; TTC39A; PTPRM; COQ10A; TM7SF2; TENT5A; ASIP; ACOX1; CFLAR; COMMD7; LDHD; FASTKD1; KLHL24; COMTD1; NR2F6; MTUS1; MPV17L2; SUCLG1; PCDHGA6; FNIP2; NCKAP5L; PDGFB; SLC25A12; CDKN2AIPNL; IER5; CISD1; JMJD6; CASZ1; DLL4; SIAE; MYO18A; SRF; NAXE; CPAMD8; CD274; BDNF; FIS1; EPB41L4A; EGLN3; NUDT16; ACAA2; TSPAN32; DOK7; URB1-AS1; GCDH; MRPL33; PPARGC1B; RASAL2; LACTB; AGT; PCDHGA7; NDUFS8; ABLIM3; DMAC1; RAB15; EIF2B3; TMEM186; PALLD; TACC2; TNNC1; CCDC69; LRIG1; SNTA1,0.999999721135411
22,Cells_EBV.transformed_lymphocytes,157,1506,8308,1180,9814,0.984006705295937,LGALS9; KSR1; ; LCK; THEMIS2; LAG3; TRIM22; IFI16; NA; IL32; EBI3; INPP5B; PTAFR; LINC01547; AIM2; IL7; LINC01800; RUFY4; IFITM1; BTN3A2; NLRC5; CENPE; TROAP; CARMIL2; HELLS; IQGAP3; MCUB; PTPN6; FANCI; GMFG; DNMT3A; FANCA; GTSE1; LINC01588; PFKFB4; KIF20B; CHEK2; WDR54; DOK3; AURKB; TICRR; MACROD2; IL27RA; SMC4; SGO1; KIF18B; CDCA3; APOBEC3C; MCM7; ARHGDIB; MZB1; TOP2A; MYO3B; ESPL1; PIK3CD; HJURP; HMGB2; FNBP1; BATF3; BLM; ETV4; ITGB2; IL24; CENPF; NSUN5; MAP2K6; LIG1; CENPK; ASPM; WARS1; OSBPL3; KIF14; PHF19; KIF15; KNL1; DEPDC1B; IL12RB2; E2F2; BCL2; CDC25C; RAD54L; MALT1; POLQ; MFNG; ST6GAL1; ABRACL; NUF2; PCLAF; SMC2; SPAG5; SGO2; SIGLEC15; EIF2AK2; KIF20A; GEN1; FASTKD1; MTFR2; IPCEF1; DIAPH3; NRM; MACC1; LINC01572; SKA3; KIF2C; DOCK10; ZWINT; APOBEC3B; ERAP2; CHFR; STAG3; FCMR; ARHGAP30; RSL1D1; ZNF609; DHFR; TK1; CDC45; PRIM2; ITGAL; KNTC1; IER5; CEP128; GPR132; GPR183; CDKN2A; RCBTB2; TRIM25; NDC80; CD274; ICAM3; MCTP2; SH3BP1; CENPW; POLD1; BNIP1; EZH2; FBXO16; PLK4; ADAM8; CENPU; LACTB; ANKLE1; PRC1; OGFRP1; MTRF1; TMEM186; NASP; DNA2; NCAPG; PTTG1; CDK6; PASK; LY6E; NUP210; ZNF850; SASS6; ORC6,0.999999721135411
26,Colon_Sigmoid,147,1429,8385,1180,9814,0.988141895913415,RBPMS; ; PLAT; LAG3; TCIM; TENT5B; NA; SH3PXD2A; PRDM8; PDE4D; PLCB1; NPR2; KLHDC8B; INPP5B; DST; SCN9A; HOXB3; DBN1; VAMP1; ADAM19; MTMR11; NFATC2; FAXC; DLGAP4; COL28A1; DNMT3A; KRTCAP2; PLEKHG2; NFKBIL1; CRISPLD2; ZACN; TMEM150A; C11orf95; NINL; KIAA1614; MEIS1; NUPR1; GPR161; ITGB3; EPB41L2; NCOA5; HS1BP3; TMEM245; SURF1; APOBEC3C; ALK; IGFBP4; ETV6; P3H2; FNBP1; AMIGO2; DIP2C; FBXO32; CCDC107; CCDC102A; DTX3; CASP6; NSUN5; SORBS1; DDAH2; PSD; MTCL1; CHD3; SORBS2; TEAD2; LINC01116; MAX; PHF19; LOXL2; PRICKLE2; CRELD1; BLVRA; ZNF594; SYS1; PYGB; XXYLT1; STON1; ITPKB; SPTSSA; CREB3; FOXP2; NT5DC3; SELENOM; GUCY1A1; PCDHB13; SATB1; C7orf26; USP39; GALR2; CFLAR; COMMD7; ZNF337; LGALS1; APOL1; FER; MPV17L2; LGI4; RERE; STK38; WDR6; COL6A1; SDHAF1; CHFR; TRIM16L; ZNF609; ZC3H4; PDGFB; SLC25A12; SDC4; GNA14; JMJD6; ZNF398; PLEKHH2; CASZ1; ACIN1; COL24A1; SRF; LINC00578; HYI; AMT; ECE1; DEPTOR; STX8; HTR3A; UBXN1; MEIS2; LRCH3; NOL4L; ARMC9; PPARGC1B; KRCC1; CBX7; HDAC7; SCMH1; ABCC1; DPYSL3; PCDHGA7; TNFSF15; IKZF4; RHOB; TMEM186; PALLD; NUDC; FOXK1; CCDC69; LRIG1; PBX1,0.999999721135411
50,Thyroid,143,1400,8414,1180,9814,0.990084446430183,KSR1; ATOH8; ; TFF3; ZNF618; PODXL; NA; ACOT11; NOD1; GPRC5C; PALM3; SPTLC3; S100A5; ODF2L; ADGRF1; CLDN3; LRP2; C16orf89; ID3; TRIM45; ACP6; RASSF4; SPATA6L; PLXNB1; AVIL; KRT7; KRTCAP2; SMCO4; RNPC3; IKBKB; TMEM208; PPFIBP1; TMEM104; NINL; B4GALT7; NUPR1; ACYP1; SLC39A7; CDK3; BMP2; ITGB3; TMEM245; SLC25A38; JTB; SULT1C2; CCDC189; TM4SF18; MYLIP; TMEM39B; KCNC3; C20orf96; LIMK2; KIFC3; RBBP8NL; HES1; NAA40; LIG1; F2RL3; ABHD11; UVSSA; ESAM; PHYKPL; ST3GAL5; ARRDC1; ABHD12; WDR27; NAGLU; OSBPL3; LUCAT1; IFT80; MROH1; STX5; UST; TMEM147; CRELD1; BDH2; CRELD2; BCL2; ZNF594; SYS1; PLEK2; ZFP36L2; IFT88; MFSD3; FAM189A2; TMEM8B; PFKFB2; PTPRM; PEF1; CPLANE2; MIR4435-2HG; CCDC148; SUMF2; ZNF43; COMMD7; PHC1; CEP70; IPCEF1; ARHGAP29; ZDHHC24; ZNF300; APMAP; WDR6; TFCP2L1; GOLGA8A; MET; PLCG1; LRP8; GMPPA; GNA14; CEP128; MOK; SCNN1A; ACIN1; RCBTB2; SIAE; PGBD2; ITGA3; CCDC84-DT; SLC26A11; OCEL1; CPAMD8; WFDC2; EPB41L4A; DEPTOR; HSDL1; MFSD10; RALGAPA2; POLD1; PPP1R10; RAB36; HHAT; ABCC1; PCGF3; SLCO2A1; LINC01644; SIL1; SLFN11; TMED3; DRC3; SRSF2; PRR15L; KIAA1217,0.999999721135411
39,Nerve_Tibial,130,1339,8475,1180,9814,0.998212822967416,KSR1; ATOH8; ; STING1; PLAT; IFI16; NA; SH3PXD2A; NOD1; FAM178B; NPR2; FSTL3; PLEKHG3; SCN9A; ARHGEF40; TMOD2; C1RL; IFITM1; TRIM45; ACP6; RASSF4; COL28A1; PYROXD2; KRTCAP2; PLEKHG2; NGF; GJC3; RNPC3; PLEKHF1; IKBKB; RGCC; CHEK2; AURKB; ASAP3; WSB1; CPNE2; EPB41L2; APOD; IGFBP4; FZD2; ETV4; FA2H; FMNL2; SMARCD2; KIFC3; DDAH2; ST3GAL4; TLE2; BACH2; UVSSA; PTPRS; PHYKPL; ABHD12; CBLB; C1R; PHF19; RUNX2; BMP8B; SFRP4; GDPD5; STX5; PLLP; UST; EXTL1; DEPDC1B; LAMA3; BCL2; FLVCR2; ADM5; NR2F1; TMEM8B; TRIB2; PCDHB13; LMO7DN; C7orf26; CMTM3; GPR153; CASTOR1; ADD3; LGALS1; PTPRU; NRM; LINC01376; LY6G5B; FER; ZNF300; PTPN13; JDP2; LGI4; RASGEF1A; STK38; MGAM2; NCKAP5L; PRX; ZC3H4; MET; NTNG1; PLEKHH2; INVS; FIGN; GPR183; SNX24; NUMBL; CCDC84-DT; ECE1; NUDT16; SEC22A; ITGB4; MFSD10; ERBB3; PHLDA1; LRCH3; GAS2L3; ARHGAP39; KLF6; SRM; KRCC1; RASAL2; ADAM15; HDAC7; SBSPON; FOXO3; NEDD9; IFFO1; GRIN3B; NASP; SLFN11; TBC1D10A; ANKRD13B; ARL2,0.999999721135411
40,Ovary,128,1335,8479,1180,9814,0.998903362956063,CFI; ; DNAH2; ZNF618; LAG3; PRTFDC1; SYNE1; NA; CACNB3; NOD1; KLHDC8B; MEX3A; INPP5B; CCDC74A; C1RL; IFITM1; TRIM45; MTMR11; FHL2; ARHGAP33; FGFR4; DNMT3A; PYROXD2; PLXNA2; NGF; NFKBIL1; PPFIBP1; C11orf95; NINL; CHEK2; C4BPB; MEIS1; ASAP3; MMP11; AGFG2; EPB41L2; NCOA5; SLC25A38; IGFBP4; TMEM39B; DTX3; C20orf96; CHPF; ST3GAL4; BACH2; CHD3; CCDC68; PHYKPL; PLEKHA5; WDR27; SYNGAP1; LINC01116; C1R; TMEM150C; ANTXR1; CDH3; PHF19; STX5; BDH2; NYNRIN; RALGPS2; ME3; ZNF594; SYS1; ZFP36L2; TYRO3; NR2F1; FAM189A2; TMEM8B; MRC2; SLC35E2B; TRIB2; CPLANE2; ZNF69; PCDHB13; TENT5A; CMTM3; ASIP; RCCD1; ZNF43; PHC1; ZNF337; PTPRU; LXN; ZNF846; ZNF300; PTPN13; DOCK10; HNMT; LINC02614; LINC00205; WDR6; PCDHGA6; COL6A1; GOLGA8A; RSL1D1; ZNF609; MOV10; PTK7; SOX4; KIAA0895L; PLEKHH2; INVS; FIGN; ACIN1; RCBTB2; PGBD2; CCDC84-DT; SLC26A11; HYI; PCSK5; AMT; KPNA5; MFSD10; UBXN1; CCNI; LRCH3; MARCKSL1; PCDHGA7; PCGF3; IKZF4; SERINC5; NASP; SLFN11; SNHG8; PEX6; ZNF850; HOXD3,0.999999721135411
28,Esophagus_Gastroesophageal_Junction,136,1441,8373,1180,9814,0.999661619789922,RBPMS; ; TENT5B; NA; GADD45G; PRDM8; PLCB1; NPR2; KLHDC8B; INPP5B; DST; FSTL3; HOXB3; DBN1; C1RL; ID3; ARID5A; ADAM19; FAXC; DLGAP4; PLXNB1; DNMT3A; PYROXD2; KRTCAP2; PLEKHG2; PLEKHF1; NFKBIL1; CRISPLD2; TMEM150A; C11orf95; RAB31; SMURF2; KIAA1614; MEIS1; NUPR1; WSB1; VAMP5; GPR161; HS1BP3; TMEM245; SURF1; SLC2A9; GPR68; ZBTB16; DNAH11; FNBP1; DIP2C; RASGRP2; CCDC107; SMARCD2; CCDC102A; DTX3; SORBS1; PLEKHA5; TEAD2; C1R; MAX; PHF19; TRAPPC9; PRICKLE2; CRELD1; KIAA0040; BLVRA; SYS1; PYGB; STON1; ITPKB; SPTSSA; CREB3; FOXP2; TMEM8B; NT5DC3; SELENOM; GUCY1A1; ARSJ; PCDHB13; C7orf26; USP39; ZBTB40; CFLAR; COMMD7; ZNF337; ADAMTS6; APOL1; ZNF846; FER; MPV17L2; RERE; STK38; WDR6; COL6A1; SDHAF1; CHFR; ZNF609; AKR1C1; SLC25A12; PDGFA; JMJD6; ZNF398; FIGN; NUMBL; COL24A1; SRF; NAXE; LINC00578; HYI; CENPW; STX8; SPRYD3; DGKH; UBXN1; CCNI; MEIS2; LRCH3; MRPL33; ARMC9; PPARGC1B; KRCC1; CBX7; HDAC7; SBSPON; SCMH1; ABCC1; DPYSL3; PCDHGA7; IFFO1; CSRP2; IKZF4; RHOB; TMEM186; PALLD; NUDC; CCDC69; LRIG1; ARL2; PBX1,0.999999721135411
51,Uterus,134,1477,8337,1180,9814,0.999960345712661,FAM20A; KSR1; ; ZNF618; LAG3; PODXL; NA; SH3PXD2A; CACNB3; SELP; NPR2; MEX3A; DST; PLEKHG3; DBN1; TRIM45; PAEP; ACP6; MCUB; DNMT3A; KRTCAP2; TRANK1; PLEKHG2; NGF; IKBKB; NFKBIL1; CRISPLD2; C11orf95; KIAA1614; MEIS1; WSB1; CDK3; MMP11; GPR161; NCOA5; IGFBP4; C1QTNF6; MYLIP; CCDC102A; NOSTRIN; TMEM39B; DTX3; C20orf96; DDAH2; BACH2; CHD3; PLEKHA5; WDR27; SYNGAP1; TEAD2; LINC01116; MAX; CDH3; PHF19; SFRP4; STX5; PRICKLE2; NYNRIN; LAMA3; ME3; BCL2; ZNF594; SYS1; XXYLT1; STON1; ITPKB; NR2F1; FOXP2; TMEM8B; MRC2; SELENOM; SLC35E2B; ADAMTS10; PCDHB13; C7orf26; ZBTB40; PHC1; LGALS1; PTPRU; NRM; ZNF846; ZNF300; HNMT; KCNAB3; LINC02614; RERE; WDR6; PCDHGA6; COL6A1; ADGRE5; ZNF609; MOV10; PTK7; ZC3H4; PLCG1; SOX4; GNA14; PUSL1; PLEKHH2; CEP128; INVS; DLL4; NUMBL; ACIN1; GAL3ST4; SRF; HYI; AMT; KPNA5; CENPW; MFSD10; DGKH; UBXN1; CCNI; MEIS2; LRCH3; ARFGAP1; ARMC9; CBX7; HDAC7; SCMH1; DPYSL3; PCDHGA7; PCGF3; BTN3A3; IFFO1; EWSR1; PALLD; NASP; SRSF2; FOXK1; ZNF850; HOXD3; PBX1,0.999999721135411
3,Adrenal_Gland,137,1519,8295,1180,9814,0.99997795940726,CFI; ; PRTFDC1; SULT1A1; NA; KLHDC8B; FSTL3; ARHGEF40; CCDC74A; C1RL; BTN3A2; ALDH2; ENPP3; PNPO; DNMT3A; PYROXD2; GRAMD1B; SMCO4; LINC01588; TMEM208; TMEM104; RAB31; B4GALT7; MEIS1; NUPR1; ASAP3; VAMP5; SLC39A7; AGFG2; HS1BP3; TMEM245; SURF1; SLC25A38; CTSD; APOBEC3C; NUDT16L1; PWWP2B; SRPRB; C1QTNF6; DNAH11; P3H2; PHYH; RNF43; IFITM10; CEBPB; PTPRH; ST3GAL4; NAA40; MIR378D2HG; SORBS2; SLC16A9; PLEKHA5; RNF187; FRMD5; ST3GAL5; NAGLU; LINC01116; TMEM150C; VWA5A; FIBCD1; TMEM147; BDH2; ME3; SYS1; PLEK2; FLVCR2; SPTSSA; CREB3; NR2F1; MFSD3; PTGES2; TRIB2; MGST1; CPLANE2; ZNF69; PCDHB13; TM7SF2; RBCK1; RHOBTB1; SUMF2; ZBTB40; RCCD1; ZNF43; HM13; LXN; TRIM16; ZDHHC24; C2CD2; MPV17L2; WDR6; HEXIM1; TRIM16L; ATP6V0B; NCKAP5L; MOV10; HSD3B7; CHST4; ATP6V0D1; PUSL1; RWDD2A; CDKN2A; SEC61A1; SLC26A11; OCEL1; NAXE; ECE1; DEPTOR; BNIP1; PPP1R10; URB1-AS1; MRPL33; ARMC9; ASPH; HHAT; LACTB; HDAC7; BTN3A3; NDUFS8; STARD10; SPNS3; SYBU; EWSR1; IKZF4; SERINC5; MTRF1; EIF2B3; TMEM186; SIL1; NUDC; CDK6; LY6E; ITGA2; CCDC69; TTC39C; HOXD3; NINJ1; OR7C1,0.999999721135411
6,Artery_Tibial,127,1475,8339,1180,9814,0.999997696343361,RBPMS; ATOH8; SYNPO; ; STING1; ZNF618; TENT5B; NA; GADD45G; PDE4D; GPRC5C; NPR2; CRIP2; INPP5B; DST; FAM177A1; FSTL3; SPRED3; PLEKHG3; GADD45B; ID3; ARID5A; MTMR11; FBXL2; ARRDC2; DLGAP4; PLXNB1; PLEKHG2; NGF; GRK5; CRIM1; COL8A1; RAB31; MCAM; WSB1; ITGB3; HS1BP3; AKAP6; SLC25A38; ETV6; ZBTB16; MYO3B; AMIGO2; DIP2C; FBXO32; RASGRP2; CCDC107; MYLIP; CCDC102A; CEBPB; MT1X; SORBS1; DDAH2; ETNK2; SORBS2; ESAM; DUSP8; NAGLU; TEAD2; C1R; ANTXR1; PHF19; PRICKLE2; TBX15; BLVRA; ZFP36L2; PYGB; CREB3; CCPG1; TMEM8B; NT5DC3; SELENOM; GUCY1A1; SUSD2; ADAMTS10; PEF1; NNMT; ARSJ; PCDHB13; HAAO; SATB1; USP39; SUMF2; ZBTB40; MYBL1; NRM; LINC01376; FER; DOCK10; HNMT; RERE; FNIP2; HEXIM1; ADGRE5; RCL1; SDC4; PDGFA; CX3CL1; FIGN; NUMBL; KIRREL1; KALRN; ITGA3; SRF; HYI; PCSK5; BDNF; ECE1; STX8; SPRYD3; DGKH; UBXN1; MAML2; CCNI; FBXO16; RASAL2; CBX7; SBSPON; SCMH1; FOXO3; DPYSL3; CSRP2; RHOB; PALLD; FOXK1; LRIG1; CCN5,0.999999721135411
30,Esophagus_Muscularis,127,1478,8336,1180,9814,0.999998001867426,RBPMS; ; TENT5B; NA; GADD45G; PRDM8; ACOT11; PLCB1; NPR2; KLHDC8B; CRIP2; INPP5B; DST; HOXB3; DBN1; C1RL; ID3; ADAM19; FAXC; DLGAP4; PLXNB1; COL28A1; DNMT3A; PLEKHG2; NFKBIL1; CRISPLD2; TMEM150A; RAB31; SMURF2; KIAA1614; MEIS1; VAMP5; GPR161; HS1BP3; TMEM245; SURF1; SLC2A9; ZBTB16; DNAH11; P3H2; FNBP1; DIP2C; CCDC107; SMARCD2; CCDC102A; DTX3; NSUN5; SORBS1; PLEKHA5; TEAD2; C1R; MAX; PHF19; EMC8; TRAPPC9; LOXL2; PRICKLE2; KIAA0040; BLVRA; SYS1; PYGB; STON1; ITPKB; CREB3; FOXP2; TMEM8B; NT5DC3; SELENOM; GUCY1A1; ARSJ; PCDHB13; C7orf26; USP39; ZBTB40; CFLAR; COMMD7; ZNF337; ZNF846; FER; MPV17L2; RERE; STK38; WDR6; PCDHGA6; FNIP2; COL6A1; SDHAF1; CHFR; TRIM16L; ZNF609; AKR1C1; SLC25A12; PDGFA; CISD1; JMJD6; ZNF398; COL24A1; SRF; NAXE; LINC00578; STX8; SPRYD3; TNIK; UBXN1; CCNI; MEIS2; LRCH3; MRPL33; ARMC9; PPARGC1B; KRCC1; CBX7; HDAC7; SCMH1; ABCC1; DPYSL3; PCDHGA7; NDUFS8; IKZF4; RHOB; TMEM186; PALLD; NUDC; CCDC69; LRIG1; PBX1; CCN5,0.999999721135411
23,Cells_Transformed_fibroblasts,138,1598,8216,1180,9814,0.999999036621528,COL1A1; ; ZNF618; TRIM22; IFI16; NA; CSF1; SPOCD1; SH3PXD2A; PSG1; FOSL1; C5orf38; S100A5; NAV1; LINC01547; TBC1D16; DBN1; SLC7A11; CCDC80; CENPE; GALNT5; IQGAP3; CXCL1; GTSE1; YIF1A; CRIM1; COL8A1; TMEM104; KIF20B; CHEK2; TFPI2; SMURF2; SLC39A7; SMC4; SGO1; KIF18B; APOBEC3C; IGFBP4; SRPRB; EVA1A; C1QTNF6; FZD2; TOP2A; HJURP; ETV4; SMARCD2; CENPF; HMGA2; CHPF; CENPK; ASPM; ATG101; OSBPL3; KIF14; LINC01116; IFT80; MAP4K4; C1R; ANTXR1; RUNX2; EMC8; LUZP1; LOXL2; TMEM147; STEAP3; SERPINH1; RALGPS2; XXYLT1; PCLAF; MRC2; SUSD2; SMC2; PTPRM; NNMT; ARSJ; SGO2; MIR4435-2HG; CMTM3; MED8; SUMF2; EIF2AK2; KIF20A; HM13; LGALS1; ADAMTS6; DIAPH3; ZDHHC24; SKA3; PTPN13; JDP2; HNMT; APOBEC3B; FTL; MT2A; YKT6; COL6A1; HEXIM1; RSL1D1; PTK7; DHFR; TK1; PRIM2; MET; SARS1; IER5; PUSL1; NABP1; CDKN2A; KIRREL1; SIAE; IL1R1; TRIM25; SEC61A1; CCDC84-DT; NDC80; LINC00578; CENPW; PHLDA1; BNIP1; MAML2; GPANK1; PCOLCE; TPST1; SRM; ASPH; LACTB; PCDHGA7; FXYD5; PRC1; GPR89A; SIL1; SLFN11; NCAPG; TMED3; CDK6; LY6E; ATAD3A; GPR1,0.999999721135411
38,Muscle_Skeletal,115,1402,8412,1180,9814,0.999999721135411,ATOH8; SYNPO; ; NA; GADD45G; PDE4D; GPRC5C; AKR1C2; OBSCN; UCP3; CHRNB1; ACACB; TRIM45; STRIP2; ARRDC2; DLGAP4; PNPO; AVIL; PLEKHF1; TMEM150A; MYLK4; CRY2; NDRG2; ASAP3; MESP1; VAMP5; AKAP6; CHAC1; C1orf127; SLC25A34; MYLK2; ZBTB16; DIP2C; FBXO32; PHYH; YAF2; CEBPB; NSUN5; MT1X; MAP2K6; PFKM; SEMA6C; ACTA1; BACH2; C15orf65; IPO13; RGS9BP; TNNI1; MYBPH; TRAPPC9; TIAF1; LINC01719; STEAP3; MYBPC1; IL12RB2; TBX15; BLVRB; NDUFB9; BIN1; DDN; FAM189A2; PTGES2; TOM1; PFKFB2; COQ10A; NNMT; PFKFB3; SATB1; USP39; RHOBTB1; CFLAR; GLRX; LINC01003; LDHD; CHRNA10; OSBPL6; KLHL24; MTUS1; RERE; SUCLG1; MT2A; TRIM16L; CA3; RSL1D1; MET; SCN1B; SLC25A12; CDKN2AIPNL; ITGB6; IER5; CISD1; JMJD6; CASZ1; MYO18A; FIS1; ACAA2; DEPTOR; RALGAPA2; UBXN1; DOK7; MRPL33; RASD1; LACTB; FOXO3; NDUFS8; SSH2; DMAC1; EIF2B3; TMEM186; TACC2; ATAD3A; TNNC1; CCDC69; KIAA1217; SNTA1,0.999999721135411
