,list_name,successInSample_count,sample_count,notSample_count,success_count,population_count,pvalue,successInSampleGenes,FDR
16,Brain_Hypothalamus,136,915,8899,1180,9814,0.00394381716033072,SLC4A8; BCAS1; ; RASGRF1; CALB2; DOC2A; PRTFDC1; NA; PPFIA4; TUBB3; SOX2; ENO2; SCN9A; SCN1A; TMOD2; DNM3; PCDH9; AGPAT4; HS3ST5; VAMP1; ASIC1; FBXL2; FAXC; GPR3; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; HPCAL1; MPP2; ENC1; TMEM145; KIF3C; SYT12; SLF1; HCN3; RGS17; NDRG2; ACYP1; TMEM132A; CIT; CLSTN3; PGM2L1; AP4S1; DNAJB2; CPNE2; VSTM2L; ALK; CCDC88A; RPS6KL1; GPR137C; CNGB1; FMNL2; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; OPRL1; TMEM178A; PTPRZ1; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; STMN3; MAP4K4; CDK18; CSPG5; SYT5; CNIH2; MAP2; RNF208; SH2D5; SHF; SLC5A11; ITPKB; ADGRL1; DLX1; SLC10A5; POU3F2; LRRC4; CALB1; GPR19; VSNL1; EFR3B; SYT17; CPLANE2; GALR3; LINC01003; BRSK1; MSANTD1; VSTM5; KIAA1549; WDR49; RASGEF1A; OMG; LINC00205; YKT6; ATP6V0B; KCNAB2; ATL1; ALDH6A1; NTNG1; PIGX; IDNK; ATP6V0D1; ADORA1; BTBD9; SLC18B1; LCMT1; SLC26A11; NHLH1; HSDL1; TPRG1L; NECAB2; SPRYD3; TNIK; SAPCD2; URB1-AS1; LINC00957; STK32C; ARFGEF3; MARCKSL1; KIAA0319; CDK5; SYBU; RAB15; MADD; ADAM11; GPR83,0.0190020281361389
46,Small_Intestine_Terminal_Ileum,179,1249,8565,1180,9814,0.00480076460534319,LGALS9; ASS1; ; CAPN13; LCK; TFF3; FCRL2; ADAM28; LGALS9C; LAG3; TRIM22; EFNA2; SULT1A1; SMIM31; NA; TMC5; ACOT11; IL32; B3GNT6; IL7R; GALNT6; AIM2; ODF2L; HOXB3; ADGRF1; IL7; CLDN3; BMP5; LINC01800; HHLA2; BTN3A2; ADAM19; MTMR11; ENPP3; NLRC5; NLRP9; CCL20; NFATC2; CD6; MUC3A; LGALS2; CARMIL2; IQGAP3; FGFR4; PTPN6; ARHGEF38; PRELID2; SMCO4; FAM177B; PLEKHS1; CD96; LINC01588; IKBKB; VAMP8; PFKFB4; ARL4A; ELF3; CDK3; IL27RA; BMP2; CDCA3; SLC2A9; EML4; SLC25A34; MCM7; ARHGAP9; PIK3C2B; RASGRP2; RNF43; GCHFR; AKR1C3; MISP; IL24; PTPRH; CASP6; LINC01224; ST6GALNAC1; NSUN5; RBBP8NL; ACY3; AOC1; PLCB2; NAA40; LIG1; BACH2; CCDC68; ABHD11; PHYKPL; TMPRSS2; UNC5CL; ARRDC1; OSBPL3; VWA5A; TERT; RUNX2; FAM151A; LUZP1; MELTF; TMEM176B; SECTM1; DPEP1; RALGPS2; PLEK2; CYP4F12; TCN2; ZNF600; ZFP36L2; FLVCR2; SCIN; MFNG; ABRACL; ZNF789; PFKFB2; SLC35E2B; ZG16; TPRN; ZNF124; SLC7A7; TIGD3; GPR153; RBCK1; ACOX1; ZBTB40; GALR2; GEN1; FASTKD1; COMTD1; NR2F6; CDHR2; MACC1; LTK; SUCLG1; STK38; PAG1; MGAM2; ERAP2; PSMB8-AS1; CHFR; HEXIM1; FCMR; ARHGAP30; ARHGAP27; MOV10; OTULINL; ITGAL; KNTC1; GMPPA; GPR132; GPR183; NABP1; ACIN1; PGBD2; OCEL1; DOK4; PCSK5; MFSD2A; NUDT16; ACAA2; SH3BP1; ERBB3; POLD1; HTR3A; IL22RA1; NOL4L; PPARGC1B; PCGF3; BTN3A3; GPR89A; SPNS3; TNFSF15; EWSR1; OGFRP1; MTRF1; PRSS8; PLCB3; SRSF2; ULK3; NUP210; PRR15L,0.0212033770069324
9,Brain_Anterior_cingulate_cortex_.BA24.,141,962,8852,1180,9814,0.00559129664223382,BCAS1; ; RASGRF1; DOC2A; PRTFDC1; NA; PPFIA4; TUBB3; CACNB3; PLCB1; SOX2; ENO2; SCN1A; TMOD2; DNM3; SLC7A11; PCDH9; AGPAT4; HS3ST5; ASIC1; FBXL2; ARHGAP33; FAXC; CARMIL2; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; HPCAL1; MPP2; ENC1; TMEM145; KIF3C; SYT12; NDRG2; ACYP1; TMEM132A; CIT; CLSTN3; PGM2L1; MEPE; SLC17A7; AP4S1; DNAJB2; AKAP6; VSTM2L; ALK; CCDC88A; RPS6KL1; GPR137C; CNGB1; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; PSD; OPRL1; TMEM178A; PTPRZ1; LINC00460; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; DUSP8; SYNGAP1; STMN3; CSPG5; RAP1GAP2; SYT5; CNIH2; EXTL1; MAP2; RNF208; SH2D5; SHF; SLC5A11; TYRO3; ADGRL1; DLX1; DDN; POU3F2; LRRC4; GPR19; VSNL1; EFR3B; SYT17; CPLANE2; SATB1; NGEF; BRSK1; CXXC5; VSTM5; KIAA1549; RASGEF1A; KCNAB3; OMG; LINC00205; PCNX2; KCNAB2; ATL1; ALDH6A1; NTNG1; CDKN2AIPNL; PIGX; IDNK; ADORA1; NREP; BTBD9; SLC18B1; LCMT1; KALRN; GUK1; NHLH1; TPRG1L; NECAB2; SPRYD3; TNIK; SAPCD2; LINC00957; ENTPD3; STK32C; GRM2; ARFGEF3; MARCKSL1; KIAA0319; SEPTIN5; CDK5; SYBU; RAB15; MADD; ADAM11; ANKRD13B; GPR83; GNPTAB,0.0227952863106456
10,Brain_Caudate_.basal_ganglia.,134,919,8895,1180,9814,0.00818043460483252,BCAS1; PNKD; ; RASGRF1; DNAH2; PRTFDC1; TIAM1; NA; PPFIA4; TUBB3; CACNB3; PLCB1; SOX2; ENO2; SCN1A; OBSCN-AS1; TMOD2; DNM3; SLC7A11; PCDH9; AGPAT4; HS3ST5; STRIP2; ASIC1; ARHGAP33; CARMIL2; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; MPP2; ENC1; TMEM145; KIF3C; SYT12; RGS17; NDRG2; TMEM132A; CIT; CLSTN3; AP4S1; DNAJB2; LY6G5C; CCDC88A; RPS6KL1; GPR137C; FMNL2; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; PSD; OPRL1; TMEM178A; PTPRZ1; LINC00460; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; DUSP8; STMN3; MAP4K4; CSPG5; TERT; SYT5; CNIH2; MAP2; RNF208; SH2D5; SLC5A11; TYRO3; ITPKB; ADGRL1; DLX1; DDN; POU3F2; LRRC4; CALB1; GPR19; VSNL1; EFR3B; SYT17; NGEF; LINC01003; BRSK1; MSANTD1; MCTP1; WDR49; RASGEF1A; OMG; PCNX2; BCL11B; KCNAB2; ATL1; ALDH6A1; PIGX; IDNK; ADORA1; SPEF1; BTBD9; SLC18B1; LCMT1; GUK1; NHLH1; TPRG1L; PEX16; NECAB2; SPRYD3; DGKH; TNIK; MEIS2; ENTPD3; STK32C; ARFGEF3; MARCKSL1; KIAA0319; SEPTIN5; CDK5; SYBU; RAB15; ADAM11; PASK; ANKRD13B; ARL2; GPR83; GNPTAB; SNTA1,0.030968788146866
8,Brain_Amygdala,134,929,8885,1180,9814,0.0116595841217313,BCAS1; ; RASGRF1; DOC2A; PRTFDC1; TIAM1; NA; PPFIA4; TUBB3; CACNB3; PLCB1; TFAP2D; SOX2; ENO2; SCN1A; TMOD2; DNM3; SLC7A11; PCDH9; AGPAT4; HS3ST5; ASIC1; ARHGAP33; CARMIL2; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; HPCAL1; MPP2; ENC1; TMEM145; KIF3C; RGS17; NDRG2; TMEM132A; CIT; PGM2L1; MEPE; SLC17A7; AP4S1; DNAJB2; VSTM2L; ALK; CCDC88A; RPS6KL1; GPR137C; CNGB1; FMNL2; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; PSD; TMEM178A; PTPRZ1; LINC00460; TMCC2; RNF187; FRMD5; GAD1; RNFT2; DUSP8; STMN3; MAP4K4; CSPG5; SYT5; CNIH2; EXTL1; MAP2; RNF208; SH2D5; SHF; SLC5A11; TYRO3; ITPKB; ADGRL1; DLX1; DDN; POU3F2; LRRC4; GPR19; VSNL1; EFR3B; SYT17; CPLANE2; PYDC1; NGEF; LINC01003; ADD3; BRSK1; CXXC5; VSTM5; WDR49; RASGEF1A; OMG; LINC00205; KCNAB2; ATL1; ALDH6A1; PIGX; IDNK; ADORA1; SPEF1; BTBD9; SLC18B1; LCMT1; GUK1; TPRG1L; AIF1L; PEX16; NECAB2; SPRYD3; TNIK; SAPCD2; LINC00957; STK32C; ARFGEF3; MARCKSL1; KIAA0319; SEPTIN5; CDK5; SYBU; RAB15; ADAM11; ANKRD13B; GPR83; TMC7; GNPTAB; SNTA1,0.0411971972301171
18,Brain_Putamen_.basal_ganglia.,132,917,8897,1180,9814,0.0130760473496826,BCAS1; PNKD; ; RASGRF1; PRTFDC1; TIAM1; NA; PPFIA4; TUBB3; PLCB1; SOX2; ENO2; SCN1A; OBSCN-AS1; TMOD2; DNM3; SLC7A11; PCDH9; AGPAT4; HS3ST5; STRIP2; ASIC1; ARHGAP33; CARMIL2; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; MPP2; ENC1; TMEM145; KIF3C; SYT12; NDRG2; TMEM132A; CIT; CLSTN3; MEPE; AP4S1; DNAJB2; LY6G5C; CCDC88A; RPS6KL1; GPR137C; FMNL2; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; PSD; OPRL1; TMEM178A; PTPRZ1; LINC00460; IPO13; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; DUSP8; STMN3; MAP4K4; CDK18; CSPG5; SYT5; PLLP; CNIH2; MAP2; RNF208; SH2D5; SLC5A11; TYRO3; ITPKB; ADGRL1; DLX1; DDN; POU3F2; LRRC4; CALB1; GPR19; VSNL1; EFR3B; NGEF; LINC01003; BRSK1; MSANTD1; MCTP1; RASGEF1A; OMG; PCNX2; BCL11B; KCNAB2; ATL1; ALDH6A1; PIGX; IDNK; ADORA1; SPEF1; BTBD9; SLC18B1; LCMT1; GUK1; NHLH1; TPRG1L; AIF1L; PEX16; NECAB2; SPRYD3; TNIK; SAPCD2; MEIS2; ENTPD3; STK32C; ARFGEF3; MARCKSL1; KIAA0319; SEPTIN5; CDK5; RAB15; ADAM11; PASK; ANKRD13B; ARL2; GPR83; TMC7; SNTA1,0.0416218753003074
35,Liver,151,1064,8750,1180,9814,0.0133504128321741,CFI; FAM20A; ASS1; PNKD; ; DGAT2; EFNA2; TCIM; SULT1A1; NA; GADD45G; FGL1; IL32; GPRC5C; PALM3; AKR1C2; SPTLC3; CP; GADD45B; SCN9A; IL7; C1RL; ALDH2; NLRP9; MUC3A; SPATA6L; PNPO; FGFR4; SMCO4; LINC01588; VAMP8; TMEM208; YIF1A; TMEM150A; SYT12; HCN3; C4BPB; CCDC150; NUPR1; DNAH5; CDK3; CAPN12; AGFG2; CHAC1; SLC25A38; SLC2A9; EML4; ANGPTL4; IGFBP4; NUDT16L1; SRPRB; EVA1A; C1QTNF6; GCAT; PHYH; RNF43; GCHFR; AKR1C3; IFITM10; CEBPB; PTPRH; CASP6; KIFC3; MT1X; ACY3; ETNK2; PHYKPL; UNC5CL; NAGLU; C1R; FAM151A; TIAF1; TMEM176B; STEAP3; CRELD2; RALGPS2; PLEK2; CYP4F12; BLVRB; MPC1; SH3TC1; FLVCR2; ST6GAL1; ABRACL; DCXR; MFSD3; SLC10A5; TYMP; SELENBP1; MGST1; SYT17; NNMT; ZNF69; TM7SF2; HAAO; TMEM141; RBCK1; MVD; ACOX1; GALR3; HM13; LDHD; GEN1; CXXC5; COMTD1; NR2F6; APOL1; CDHR2; KLB; HNMT; APMAP; FTL; MT2A; FNIP2; ALDH6A1; RCL1; AKR1C1; MET; HSD3B7; ADH6; GMPPA; CHST4; SDC4; IDNK; DGCR6L; SEC61A1; OCEL1; HYI; AMT; ICAM3; MFSD2A; HPN; ACAA2; ERBB3; RALGAPA2; GCDH; RASD1; TPST1; MAMDC4; LACTB; AGT; FASN; STARD10; ABLIM3; OGFRP1; SERINC5; SIL1; DNA2; LY6E; NUP210; TTC39C,0.0416218753003074
14,Brain_Frontal_Cortex_.BA9.,139,978,8836,1180,9814,0.0165501550045364,SLC4A8; BCAS1; PNKD; ; RASGRF1; DOC2A; TIAM1; NA; PPFIA4; TUBB3; CACNB3; PLCB1; TFAP2D; SOX2; ENO2; SCN1A; TMOD2; DNM3; PCDH9; AGPAT4; HS3ST5; VAMP1; ASIC1; FBXL2; FAXC; CARMIL2; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; HPCAL1; MPP2; ENC1; TMEM145; KIF3C; SYT12; SLF1; NDRG2; ACYP1; TMEM132A; CIT; CLSTN3; PGM2L1; MEPE; SLC17A7; AP4S1; DNAJB2; VSTM2L; CCDC88A; RPS6KL1; GPR137C; CNGB1; FGF9; DISP3; C12orf76; CST3; NTRK2; MMP24; AGAP2; CXXC4; PSD; OPRL1; TMEM178A; PTPRZ1; LINC00460; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; DUSP8; STMN3; CSPG5; RAP1GAP2; SYT5; CNIH2; EXTL1; MAP2; RNF208; SH2D5; SLC5A11; TYRO3; ADGRL1; DLX1; SLC10A5; DDN; POU3F2; LRRC4; GPR19; VSNL1; EFR3B; SYT17; SATB1; NGEF; BRSK1; CXXC5; IPCEF1; VSTM5; KIAA1549; RASGEF1A; KCNAB3; OMG; LINC00205; PCNX2; KCNAB2; ATL1; ALDH6A1; NTNG1; CDKN2AIPNL; PIGX; IDNK; ADORA1; NREP; BTBD9; SLC18B1; LCMT1; KALRN; GUK1; NHLH1; TPRG1L; NECAB2; SPRYD3; TNIK; LINC00957; ENTPD3; STK32C; GRM2; ARFGEF3; KIAA0319; SEPTIN5; CDK5; SYBU; RAB15; MADD; ADAM11; ANKRD13B; GPR83,0.0464657764642441
2,Adipose_Visceral_.Omentum.,175,1258,8556,1180,9814,0.0166575425060498,CFI; FAM20A; ASS1; ; STING1; PLAT; DGAT2; CALB2; PODXL; TCIM; IFI16; NA; CSF1; SELP; NOD1; FOSL1; AKR1C2; NAV1; GADD45B; ARHGEF40; ODF2L; HOXB3; IDO1; TBC1D16; ITSN1; MGLL; C1RL; IFITM2; ID3; ACACB; IFITM1; BTN3A2; ARID5A; CCDC80; ALDH2; NFATC2; RASSF4; NOS3; CMTM7; SOCS3; MCUB; MECOM; GMFG; PLEKHG2; CD96; PLAU; NGF; MSLN; CRIM1; PPFIBP1; CRISPLD2; C11orf95; TFPI2; CYP26B1; MESP1; VAMP5; KANK3; IL27RA; BMP2; CPNE2; EPB41L2; ANGPTL4; IGFBP4; TM4SF18; BATF3; CCDC107; GCHFR; AKR1C3; NOSTRIN; CEBPB; LY96; MT1X; DDAH2; F2RL3; CCDC68; PTPRS; WARS1; ESAM; PHYKPL; NAGLU; TEAD2; CBLB; PIM3; C1R; TMEM150C; MELTF; GDPD5; LOXL2; SERPINH1; PRICKLE2; LIPE; EXOC3L1; MGST3; KIAA0040; BLVRA; SYS1; TCN2; ZFP36L2; BLVRB; SH3TC1; STON1; ADM5; MFNG; NR2F1; AREG; RNF135; TYMP; PTPRM; EFNB2; ADAMTS10; TRIB2; MGST1; NNMT; PFKFB3; SGO2; MIR4435-2HG; CMTM3; GPR153; ACOX1; LGALS1; TNFAIP2; CXCL3; MCTP1; APOL1; LXN; ARHGAP29; KLB; C2CD2; JDP2; HNMT; APMAP; FTL; MT2A; ERAP2; RSL1D1; PDGFB; RCL1; AKR1C1; MET; HSD3B7; CHST4; INVS; FIGN; DLL4; GPR183; NABP1; KIRREL1; IL1R1; PCSK5; EPB41L4A; ECE1; ACAA2; RALGAPA2; PLEKHG1; MAML2; PCOLCE; RASD1; KLF6; ASPH; ADAM15; HDAC7; EPHA2; FASN; NEDD9; BTN3A3; FXYD5; ABLIM3; RHOB; SLFN11; C2orf66; LY6E; SRSF2; CCDC69; KIAA1217; HOXD3,0.0464657764642441
31,Fallopian_Tube,164,1183,8631,1180,9814,0.0227395333937539,CFI; FAM20A; ; STING1; PLAT; DNAH2; ZNF618; LAG3; PODXL; NA; SH3PXD2A; SELP; NPR2; ZNF467; MEX3A; PLEKHG3; ODF2L; HOXB3; CCDC74A; DBN1; C1RL; ID3; IFITM1; MUC20; TRIM45; PAEP; ACP6; SPATA6L; SOCS3; PLXNB1; KRTCAP2; TRANK1; PLEKHG2; KIAA0825; NGF; MSLN; PLEKHF1; CARD9; CRISPLD2; C11orf95; OSCP1; WDR54; MEIS1; DNAH5; VAMP5; CDK3; CAPN12; GPR161; NCOA5; APOBEC3C; IGFBP4; REC8; DNAJB13; C1QTNF6; CCDC189; DNAH11; RNF207; RP1; AMIGO2; MYLIP; SMARCD2; CCDC102A; TMEM39B; KCNC3; CEBPB; DTX3; C20orf96; DDAH2; CCDC74B; CHD3; PTPRS; PHYKPL; TTLL10; WDR27; SYNGAP1; TEAD2; LINC01116; C1R; MAX; CDH3; PHF19; SFRP4; MELTF; PRICKLE2; NYNRIN; LAMA3; RALGPS2; DNAAF3; ZNF594; SYS1; XXYLT1; IFT88; STON1; ADM5; NR2F1; MRC2; CFAP52; SELENOM; TYMP; ADAMTS10; PCDHB13; C7orf26; CCDC148; TENT5A; ZBTB40; ZNF43; PHC1; CEP70; NRM; LXN; ZNF846; LINC01376; WDR49; IQCN; LINC02614; WDR6; COL6A1; ZNF609; MOV10; PTK7; GMPPA; IER5; KIAA0895L; RIBC2; CTU2; PUSL1; CCDC153; PRR29; PLEKHH2; CEP128; MOK; SPEF1; NUMBL; ACIN1; SRF; NAXE; HYI; AMT; WFDC2; MFSD10; MEIS2; PPP1R10; RAB36; GCDH; PCOLCE; LRRC56; CBX7; ADAM15; HDAC7; SCMH1; IFFO1; OGFRP1; GRIN3B; IKZF4; RHOB; NASP; SLFN11; C2orf66; PLCB3; DRC3; PEX6; FOXK1; HOXD3; PBX1,0.0602597634934477
34,Kidney_Cortex,174,1273,8541,1180,9814,0.0309282599719178,CFI; FAM20A; ASS1; PNKD; ; PLAT; ABCA4; ZNF618; PODXL; TCIM; MISP3; NA; ACOT11; IL32; GPRC5C; AQP2; PALM3; C5orf38; ZNF467; SPTLC3; S100A5; HOXB3; ADGRF1; IL1RL1; LRP2; TBC1D16; MUC20; ENPP3; NLRP9; ACP6; RASSF4; LGALS2; ERP27; CMTM7; PNPO; MECOM; PLXNB1; FGFR4; ARHGEF38; CYP24A1; SMCO4; P2RY6; PLAU; VAMP8; TMEM208; TMEM150A; NINL; B4GALT7; CDK3; CAPN12; AQP6; SURF1; JTB; SLC2A9; CTSD; NUDT16L1; SULT1C2; EVA1A; P3H2; MYO3B; RNF207; TM4SF18; FGF9; PHYH; GCHFR; NOSTRIN; CASP6; KIFC3; HMOX2; ACY3; AOC1; ETNK2; ABHD11; C15orf65; SLC16A9; PHYKPL; UNC5CL; ARRDC1; NAGLU; OSBPL3; LINC01116; PIM3; FAM151A; MELTF; TMEM176B; TLCD1; TMEM147; DPEP1; LINC01983; BDH2; MGST3; ME3; SYS1; TCN2; MPC1; SH3TC1; SCIN; ST6GAL1; ABRACL; NR2F1; DCXR; MFSD3; RNF135; CALB1; TTC39A; TRIB2; ZNF69; SPAG5; ZNF124; HAAO; SLC7A7; CCDC148; TMEM141; RHOBTB1; SUMF2; COMMD7; GLRX; LDHD; TNFAIP2; CXXC5; COMTD1; NR2F6; APOL1; KIAA1549; MACC1; ARHGAP29; ZDHHC24; MPV17L2; FTL; SUCLG1; FNIP2; TFCP2L1; ATP6V0B; IL11; MOV10; ALDH6A1; MET; HSD3B7; NTNG1; PTGER1; ITGB6; SDC4; GNA14; IDNK; CLCNKB; SCNN1A; SIAE; ITGA3; OCEL1; DOK4; NAXE; CPAMD8; HYI; WFDC2; EPB41L4A; HPN; ACAA2; DEPTOR; AIF1L; MFSD10; BNIP1; RAB36; RASD1; HHAT; NDUFS8; SPNS3; TNFSF15; GRIN3B; PRSS8; TMEM186; ITGA2; HOXD3; NINJ1; SCNN1G,0.078057037071983
12,Brain_Cerebellum,141,1048,8766,1180,9814,0.0740977441437265,FAM182B; ; RASGRF1; CALB2; DOC2A; MISP3; TIAM1; SYNE1; NA; PPFIA4; TUBB3; CACNB3; NPR2; ENO2; EXPH5; SCN1A; OBSCN-AS1; TMOD2; DNM3; AGPAT4; ASIC1; ARHGAP33; FAXC; AVIL; LINC01597; FBLL1; GRAMD1B; TRANK1; NDRG4; ATAT1; HPCAL1; MPP2; TMEM145; KIF3C; SOGA1; SYT12; SLF1; NINL; HCN3; RGS17; KIAA1614; NDRG2; TMEM132A; CIT; CLSTN3; SLC17A7; DNAJB2; CSRNP2; PHTF1; LY6G5C; NUDT16L1; REC8; RPS6KL1; DAB2IP; GPR137C; FGF9; C12orf76; KCNC3; DTX3; MMP24; AGAP2; MTCL1; TLE2; OPRL1; TMEM178A; PTPRZ1; TMCC2; RNF187; FRMD5; GAD1; RNFT2; DUSP8; TNFRSF25; STMN3; CSPG5; RAP1GAP2; TIAF1; CNIH2; LINC01719; MAP2; RNF208; NYNRIN; SHF; TLCD3B; TYRO3; ADGRL1; SLC10A5; PCDHA7; LRRC4; CALB1; GPR19; VSNL1; EFR3B; RALGDS; TPRN; PYDC1; TIGD3; RBCK1; PHC1; GALR3; LINC01003; ZNF337; BRSK1; CXXC5; MAPKBP1; PLEKHG5; RASGEF1A; KCNAB3; OMG; LINC00205; PAG1; CDR2L; SDHAF1; PCNX2; GOLGA8A; ATL1; PLCG1; SCN1B; KIAA0895L; IDNK; ADORA1; NREP; LCMT1; KPNA5; NHLH1; LINC00957; ARFGEF3; MAMDC4; ANKLE1; KIAA0319; SEPTIN5; CDK5; RAB37; SYBU; RAB15; MADD; ADAM11; ULK3; ANKRD13B; GPR83; TMC7,0.178508201800796
42,Pituitary,140,1051,8763,1180,9814,0.0949040098487162,SLC4A8; ; ADAM28; NA; ACOT11; B4GALNT3; SPRED3; LINC01547; AIM2; OBSCN-AS1; CCDC74A; BMP5; ATG9B; MUC20; TRIM45; FBXL2; ARHGAP33; ACP6; SPATA6L; ARHGEF38; GPR3; COL28A1; LINC01597; DNMT3A; FBLL1; SMCO4; ATAT1; TMEM208; YIF1A; TMEM104; HCN3; OSCP1; WDR54; B4GALT7; ACYP1; DNAH5; SLC39A7; CDK3; CDCA3; JTB; ALK; REC8; GPR68; SRPRB; RPS6KL1; CCDC189; MYO3B; ETV4; DISP3; DTX3; C20orf96; CHPF; CXXC4; NAA40; CCDC74B; UVSSA; C15orf65; ARRDC1; RNFT2; DUSP8; SYNGAP1; TNFRSF25; IFT80; VWA5A; TRAPPC9; SYT5; CRELD1; CRELD2; ME3; ZNF594; IFT88; SLC10A5; PICK1; TMEM8B; ZNF789; SLC35E2B; GPR19; SYT17; CPLANE2; PCDHB13; RALGDS; CCDC148; TENT5A; GPR153; RBCK1; MED8; PHC1; HM13; PLEKHG5; LINC02614; LINC00205; WDR6; PCNX2; ATP6V0B; IL11; MOV10; GMPPA; KIAA0895L; ATP6V0D1; PUSL1; CCDC153; PRR29; MOK; CDKN2A; NUMBL; SEC61A1; CCDC84-DT; SLC26A11; AMT; MCTP2; SEC22A; STAT4; HSDL1; PEX16; DOK7; PPP1R10; RAB36; FBXO16; URB1-AS1; LINC00957; NOL4L; RASD1; ARFGAP1; LRRC56; ARMC12; MAMDC4; GRIN3B; ZNF713; IKZF4; MADD; SIL1; C2orf66; TMED3; DRC3; PEX6; FOXK1; ULK3; NUP210; ATAD3A; OR7C1,0.218691848781824
48,Stomach,181,1395,8419,1180,9814,0.12863066385453,LGALS9; LGALS9B; FAM20A; PNKD; ; PLAT; CAPN13; ADAM28; LGALS9C; ANKRD36C; MISP3; ANKRD22; NA; TMC5; ACOT11; GPRC5C; B4GALNT3; PALM3; AKR1C2; C5orf38; ZNF467; B3GNT6; SPTSSB; VSIG2; GALNT6; HOXB3; C16orf89; NLRP9; ACP6; GALNT5; NFATC2; SOCS3; IQGAP3; MECOM; ARHGEF38; LINC01597; DNMT3A; PRELID2; KRTCAP2; SMCO4; FAM177B; VAMP8; TMEM208; YIF1A; NFKBIL1; CRISPLD2; SCNN1B; TMEM150A; MEIS1; SLC39A7; ELF3; BMP2; SURF1; SLC25A38; JTB; EML4; PWWP2B; REC8; SULT1C2; GPR68; SRPRB; P3H2; SPDEF; RP1; FA2H; SMARCD2; AKR1C3; NOSTRIN; PTPRH; CASP6; ST6GALNAC1; RBBP8NL; HMOX2; ACY3; CCDC68; UVSSA; C15orf65; TMPRSS2; UNC5CL; ARRDC1; ATG101; NAGLU; TEAD2; PIM3; TCN1; RAP1GAP2; PER2; STX5; PLLP; STEAP3; CRELD2; LAMA3; ME3; SYS1; PLEK2; ZNF600; BLVRB; SCIN; DCXR; CCPG1; PFKFB2; SELENBP1; TTC39A; TRIB2; ZNF69; TPRN; ZNF124; TENT5A; SIGLEC15; TMEM141; RHOBTB1; SUMF2; ACOX1; RCCD1; LINC01559; HM13; LDHD; ZNF726; CXCL3; COMTD1; NR2F6; APOL1; VSTM5; MTUS1; ZNF300; MPV17L2; LTK; ZMYND19; PGC; YKT6; CDR2L; TFCP2L1; ATP6V0B; IL11; TK1; AKR1C1; SARS1; SOX4; PTGER1; ITGB6; GMPPA; SDC4; PDGFA; PUSL1; CASZ1; SCNN1A; PGBD2; SEC61A1; OCEL1; DOK4; NAXE; HYI; HPN; DEPTOR; ERBB3; RALGAPA2; FSIP2; PEX16; PHLDA1; HTR3A; PPP1R10; GCDH; PPARGC1B; TMEM63A; ARFGEF3; SBSPON; SCMH1; GPR89A; STARD10; TNFSF15; MTRF1; PRSS8; LINC01644; SIL1; SNHG8; TMED3; CDK6; ERO1B; PRR15L; LRIG1; SCNN1G,0.284059382678754
