"ensembl_gene_id","hgnc_symbol","logFC","logCPM","LR","PValue","FDR","de_expression"
"ENSG00000168961","LGALS9",-2.65360505043947,4.54395378593039,75.1640699082439,4.33178807665458e-18,7.32808588927655e-14,-1
"ENSG00000168878","SFTPB",5.67713316118392,10.3738100713428,46.9115669640807,7.42631138130141e-12,6.2815454818738e-08,1
"ENSG00000186493","C5orf38",3.06192052405347,3.27880840204334,45.4332102884777,1.57933593071324e-11,8.90587531329195e-08,1
"ENSG00000198203","SULT1C2",-2.5168303698054,4.0442274290938,44.1992716332127,2.96591623741722e-11,1.25436012470968e-07,-1
"ENSG00000205403","CFI",-2.90761342687144,5.57904446726952,31.6450024253198,1.85090296631264e-08,6.26234509622218e-05,-1
"ENSG00000210156","MT-TK",-3.90491949832336,3.15791909292497,29.8552699548941,4.65529787210919e-08,0.000131256123504119,-1
"ENSG00000132274","TRIM22",-1.69908619417823,2.89916207911574,28.3545828674223,1.01007400241748e-07,0.000244106027127094,-1
"ENSG00000203363","GPR160P1",-5.96860770164898,1.10495246267545,27.2533966972568,1.78461339770305e-07,0.000377378810611781,-1
"ENSG00000172889","EGFL7",2.54415704239477,1.88038242996734,26.0551084244577,3.31809763556454e-07,0.000623691752231614,1
"ENSG00000104368","PLAT",-5.29328555880554,8.57020832982498,25.6491431703334,4.09477262038349e-07,0.000692712684190275,-1
"ENSG00000141068","KSR1",-1.4813770577947,3.97636955981602,24.3595268029955,7.9930469908592e-07,0.00113130121002511,-1
"ENSG00000142623","PADI1",-2.71725610774151,2.54870148689889,24.2227694446501,8.58117647825627e-07,0.00113130121002511,-1
"ENSG00000255346","NOX5",-3.48198081166502,3.80011939292634,24.1977070955235,8.69357198695186e-07,0.00113130121002511,-1
"ENSG00000171346","KRT15",-1.06207020206853,8.51949369181771,22.4957530930254,2.10608710572926e-06,0.00254490539768728,-1
"ENSG00000115523","GNLY",-6.80168055381298,8.26891795946638,21.9035413429036,2.86704345939464e-06,0.00323345161350527,-1
"ENSG00000062282","DGAT2",1.54447006488849,3.62678506317209,21.4211966909744,3.68672794156131e-06,0.00343661854152698,1
"ENSG00000175170","FAM182B",-1.60048301053967,3.18192462096057,21.3334562478288,3.85936898242345e-06,0.00343661854152698,-1
"ENSG00000185303","SFTPA2",-3.43324568438773,10.7652848952412,21.3814403399317,3.76397232556618e-06,0.00343661854152698,-1
"ENSG00000211891","IGHE",-3.27041579753436,0.0766073572329955,21.333256379029,3.85977137134319e-06,0.00343661854152698,-1
"ENSG00000090238","YPEL3",1.45244206860123,6.03388682214138,21.1133622031129,4.32898970800154e-06,0.00360192344611303,1
"ENSG00000102678","FGF9",1.59536835610326,2.39456939770491,21.0513979531099,4.47126513970406e-06,0.00360192344611303,1
"ENSG00000122852","SFTPA1",-3.51288775236231,10.0768998551978,20.6486279558711,5.51767127836187e-06,0.00421836751136589,-1
"ENSG00000170298","LGALS9B",-1.92045158127164,4.27950018550882,20.5745994490617,5.73520439566208e-06,0.00421836751136589,-1
"ENSG00000172137","CALB2",-1.77539987103532,3.05422040964142,20.4094396577105,6.25206427528431e-06,0.00440692380604103,-1
"ENSG00000130720","FIBCD1",-1.95462425918127,1.49196883767518,19.832934340863,8.45138849904189e-06,0.00571888556953166,-1
"ENSG00000152766","ANKRD22",-1.13400261074293,4.29304541741572,19.7348488026955,8.89641919689221e-06,0.00578848936745483,-1
"ENSG00000127838","PNKD",1.15650583836393,6.87880404629119,19.624043136253,9.42753573375089e-06,0.00586442626438872,1
"ENSG00000137959","IFI44L",-2.11800309382708,4.04782681423009,19.5683396319208,9.70644531553374e-06,0.00586442626438872,-1
"ENSG00000140853","NLRC5",-1.25530773187096,4.13210905773433,19.39503892802,1.0628279669726e-05,0.00619995197147428,-1
"ENSG00000171916","LGALS9C",-2.82740562466962,1.65354398247576,19.2753867957772,1.13155694512916e-05,0.00638084961358333,-1
"ENSG00000153294","ADGRF4",1.46301820972004,2.49768347190403,18.8788524230398,1.39288263853684e-05,0.0076010953535896,1
"ENSG00000185909","KLHDC8B",1.03726564470483,4.70387733050199,18.5088942549225,1.69113270591268e-05,0.00866936120785603,1
"ENSG00000198502","HLA-DRB5",-3.14930364420853,1.38836652442239,18.5279834623865,1.67427999722057e-05,0.00866936120785603,-1
"ENSG00000168874","ATOH8",2.27416195048143,1.58636766042494,18.2600123326685,1.92710330658071e-05,0.00958847254041937,1
"ENSG00000108950","FAM20A",-2.35204774269581,5.66751313894714,17.2302794358718,3.31116653520254e-05,0.0155011012295292,-1
"ENSG00000145990","GFOD1",1.72284885781957,1.81253229710987,17.2484386315047,3.27966958194572e-05,0.0155011012295292,1
"ENSG00000173198","CYSLTR1",-2.97015053212778,0.861311096062843,17.1853989384341,3.39032183893467e-05,0.0155011012295292,-1
"ENSG00000135253","KCP",-1.81585887798756,2.96982932913985,16.8245805018066,4.0998802489139e-05,0.0182520195186517,-1
"ENSG00000174175","SELP",-4.10844044032848,3.10413665661406,16.2451601135513,5.56515766588672e-05,0.0235364430584514,-1
"ENSG00000182866","LCK",-2.78558424373404,3.9040616867559,16.2481247147857,5.55645642864156e-05,0.0235364430584514,-1
"ENSG00000160180","TFF3",2.02067550770428,1.78197077173009,16.1863177532529,5.74072615979505e-05,0.0235688379921185,1
"ENSG00000198040","ZNF84",-3.01360454522149,1.55048302413545,16.1501290483349,5.85145827078664e-05,0.0235688379921185,-1
"ENSG00000166897","ELFN2",2.00074094945046,-0.0771500502972549,15.9973266708125,6.34319902724971e-05,0.024955325103252,1
